"Product Line","SFDALicense:ProductCNname","SFDALicense:Product EN name","SFDALicense: First Approved Date","Abbr.","REF","SMN","EAN/UPC(DI)","最小销售单元中使用单元的数量","Unit of Use Device Identifier","Package","SFDALicense","Approved Date","Effective Date","SFDALicense:ExpiredDate","SFDALicense:Chinese name of Certificate Holder","SFDALicense:English name of Certificate Holder","SFDALicense:Certificate Holder","SFDALicense:Holder's Address","SFDALicense:Holder's Address2","manufacture's Address","Manufacturer city","IFU valid from Date","IFU valid to Date","CN IFU IssuedDate","Label valid from Date","Label valid to Date","CN Label IssuedDate","Reviewer","ReviewDate","EN IFU Version","EXP(Month)","RA Check Status","CER History (FY-TYPE-Class-CER)","Status","SFDALicense:产品类别(设备/耗材)","SFDALicense:器械类别(器械/体外诊断)","SFDALicense:代理人住所","SFDALicense:代理人名称","SFDALicense:IVD注册申请表分类","SFDALicense:备注(注册证备注信息)","SFDALicense: Abbreviation","SFDALicense:生产标识是否包含失效日期","SFDALicense:生产标识是否包含序列号","SFDALicense:生产标识是否包含批号","SFDALicense:生产标识是否包含生产日期","UDI Database Add/Updated","RA Owner","Released IFU Date","Change EN VS CN","Released IFU no.","Released Label No.","Released Label Date","UDI Database Description","Change Description","ID","Modified","Modified By","BU","License"
"Dimension","稀释核对液","QuikLYTE Integrated Multisensor Dilution Check","2009-12-30","S640 稀释核对液","S640","10444872","00842768014024","1",,"1×50mL","国械注进20162404802","2021-06-07","2021-06-07","2026-06-06","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, P.O. Box 6101, Newark, DE 19714-6101, USA","Newark","500 GBC Drive, Mailstop 514, P.O. Box 6101, Newark, DE 19714-6101, USA","Newark","2021-06-07","2026-06-06","2021-07-13","2021-06-07","2026-06-06","2021-07-13","Han LingXiu","2021-07-13","No IFU","12",,"2017_Renewal_II_国械注进20162404802
2021_Renewal_II_国械注进20162404802","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂"," ","S640 稀释核对液","是","否","是","否",,,"2021-07-13",,"10444872_S640_SHD_20210607_CNA","10444872_S640_SHD_20210607_CNB","2021-07-13",,,"4419","2023-02-14 16:13","TANG, XU","CAI","国械注进20162404802"
"PP","纤维连接蛋白测定试剂盒(散射比浊法)","N Antiserum to Human Fibronectin","2007-04-19","OUND_Fibronectin","OUND09","10446462","00842768011498","1",,"1×2mL","国械注进20172401895","2021-12-22","2022-06-28","2027-06-27","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","2022-06-28","2027-06-27","2022-05-16","2022-06-28","2027-06-27","2022-05-16","Liu Jie","2022-02-21","OUNDG09C0502(45), Edition June 2010","24",,"2017_Renewal_II_国械注进20172401895
2020_Change_II_国械注进20172401895","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","OUND_Fibronectin","是","否","是","否",,,"2999-12-31",,"0","0","2999-12-31",,,"4533","2023-02-14 15:39","TANG, XU","HHS","国械注进20172401895"
"Atellica CH","高密度/低密度胆固醇校准液","HDL/LDL Cholesterol Calibrator","2009-12-30","HDL LDL CHOL Cal","11099402","11099402","00630414597454","3","00630414007137","3×0.17g/瓶(复溶后3*1.0mL/瓶)","国械注进20162404205","2020-12-16","2020-12-16","2025-12-15","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Ardmore, 55 Diamond Road, Crumlin, Co Antrim, BT29 4QY, UK","Crumlin UK","2020-12-16","2025-12-15","2021-01-19","2020-12-16","2025-12-15","2021-01-19","Zhang Tingting","2021-01-13","00644410 Rev. F, 2009-02","24",,"2016_Renewal_II_国械注进20162404205
2018_Change_II_国械注进20162404205
2021_Renewal_II_国械注进20162404205","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-005用于酯类检测的试剂"," ","HDL LDL CHOL Cal","是","否","是","否",,,"2021-01-19",,"11099402_SHD_20201216_CNA","11099402_SHD_20201216_CNB","2021-01-19",,,"4939","2023-02-14 14:43","TANG, XU","CAI","国械注进20162404205"
"ADVIA Chem","高密度/低密度胆固醇校准液","HDL/LDL Cholesterol Calibrator","2009-12-30","HDL LDL CHOL Cal","00309530(B03-4763-01)","10311918","00630414470313","3","00630414003443","3×0.17g/瓶(复溶后3*1.0mL/瓶)","国械注进20162404205","2020-12-16","2020-12-16","2025-12-15","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Ardmore, 55 Diamond Road, Crumlin, Co Antrim, BT29 4QY, UK","Crumlin UK","2020-12-16","2025-12-15","2021-01-19","2020-12-16","2025-12-15","2021-01-19","Zhang Tingting","2021-01-13","00644410 Rev. F, 2009-02","24",,"2016_Renewal_II_国械注进20162404205
2018_Change_II_国械注进20162404205
2021_Renewal_II_国械注进20162404205","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-005用于酯类检测的试剂"," ","HDL LDL CHOL Cal","是","否","是","否",,,"2021-01-19",,"10311918_00309530(B03-4763-01)_SHD_20201216_CNA","10311918_00309530(B03-4763-01)_SHD_20201216_CNB","2021-01-19",,,"4938","2023-02-14 14:43","TANG, XU","CAI","国械注进20162404205"
"ADVIA Chem","总胆红素测定试剂盒(钒酸盐氧化法)","Total Bilirubin_2 Reagents(TBIL_2)","2012-01-16","TBIL_2","02188064","10341113","00630414513058","1",,"4×672测试/盒(ADVIA 1800/2400)或4×660测试/盒(ADVIA XPT)","国械注进20162401124","2021-08-06","2021-08-06","2025-09-01","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","500 GBC Drive, Mailstop 514, PO Box 6101, Newark, DE 19714, United States","Newark","2021-08-06","2025-09-01","2021-08-24","2021-08-06","2025-09-01","2021-08-24","Zhang Tingting","2021-08-14","03926050 Rev. D, 2008-10","25",,"2016_Renewal_II_国械注进20162401124
2018_Change_II_国械注进20162401124
2020_Renewal_II_国械注进20162401124
2021_Change_II_国械注进20162401124","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂"," ","TBIL_2","是","否","是","否",,,"2021-08-24",,"10341113_02188064(XPT)_SHD_20210806_CNA / 10341113_02188064(1800/2400)_SHD_20210806_CNA","10341113_02188064_SHD_20210806_CNB","2021-08-24",,,"5040","2023-02-14 14:38","TANG, XU","CAI","国械注进20162401124"
"Atellica CH","总胆红素测定试剂盒(钒酸盐氧化法)","Total Bilirubin_2 Reagents(TBIL_2)","2012-01-16","TBIL_2","11097531","11097531","00630414595818","1",,"4×448测试/盒(Atellica CH)","国械注进20162401124","2020-09-02","2020-09-02","2025-09-01","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","500 GBC Drive, Mailstop 514, PO Box 6101, Newark, DE 19714, United States","Newark","2020-09-02","2025-09-01","2020-09-23","2020-09-02","2025-09-01","2020-09-23","Zhang Tingting","2020-09-22",,"15",,"2016_Renewal_II_国械注进20162401124
2018_Change_II_国械注进20162401124
2020_Renewal_II_国械注进20162401124
2021_Change_II_国械注进20162401124","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂"," ","TBIL_2","是","否","是","否",,,"2020-09-23",,"11097531_SHD_20200902_CNA","11097531_SHD_20200902_CNB","2020-09-23",,,"5041","2023-02-14 14:38","TANG, XU","CAI","国械注进20162401124"
"ADVIA Chem","直接胆红素测定试剂盒(钒酸盐氧化法)","Direct Bilirubin 2 Reagents(DBIL_2)","2012-01-16","DBIL_2","02188390","10341114","00630414513065","1",,"4×672测试/盒(ADVIA 1800/2400)或4×660测试/盒(ADVIA XPT)","国械注进20162400505","2021-08-06","2021-08-06","2025-08-02","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","500 GBC Drive, Mailstop 514, PO Box 6101, Newark, DE 19714, United States","Newark","2021-08-06","2025-08-02","2021-08-24","2021-08-06","2025-08-02","2021-08-24","Zhang Tingting","2021-08-14","10493982_EN Rev. F, 2011-11","24",,"2016_Renewal_II_国械注进20142400505
2018_Change_II_国械注进20162400505
2020_Renewal_II_国械注进20162400505
2021_Change_II_国械注进20162400505","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂"," ","DBIL_2","是","否","是","否",,,"2021-08-24",,"10341114_02188390(XPT)_SHD_20210806_CNA / 10341114_02188390(1800/2400)_SHD_20210806_CNA","10341114_02188390_SHD_20210806_CNB","2021-08-24",,,"5037","2023-02-14 14:30","TANG, XU","CAI","国械注进20162400505"
"ADVIA Chem","直接胆红素测定试剂盒(钒酸盐氧化法)","Direct Bilirubin 2 Reagents(DBIL_2)","2012-01-16","DBIL_2","02189494","10316610","00630414513089","1",,"4×130测试/盒(ADVIA 1800/2400/XPT)","国械注进20162400505","2021-08-06","2021-08-06","2025-08-02","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","500 GBC Drive, Mailstop 514, PO Box 6101, Newark, DE 19714, United States","Newark","2021-08-06","2025-08-02","2021-08-24","2021-08-06","2025-08-02","2021-08-24","Zhang Tingting","2021-08-14","10493982_EN Rev. F, 2011-11","24",,"2016_Renewal_II_国械注进20142400505
2018_Change_II_国械注进20162400505
2020_Renewal_II_国械注进20162400505
2021_Change_II_国械注进20162400505","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂"," ","DBIL_2","是","否","是","否",,,"2021-08-24",,"10316610_02189494(XPT)_SHD_20210806_CNA / 10316610_02189494(1800/2400)_SHD_20210806_CNA","10316610_02189494_SHD_20210806_CNB","2021-08-24",,,"5038","2023-02-14 14:30","TANG, XU","CAI","国械注进20162400505"
"Atellica CH","直接胆红素测定试剂盒(钒酸盐氧化法)","Direct Bilirubin 2 Reagents(DBIL_2)","2012-01-16","DBIL_2","11097532","11097532","00630414595801","1",,"4×448测试/盒(Atellica CH)","国械注进20162400505","2020-08-03","2020-08-03","2025-08-02","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","500 GBC Drive, Mailstop 514, PO Box 6101, Newark, DE 19714, United States","Newark","2020-08-03","2025-08-02","2020-08-25","2020-08-03","2025-08-02","2020-08-25","Zhang Tingting","2020-08-25",,"12",,"2016_Renewal_II_国械注进20142400505
2018_Change_II_国械注进20162400505
2020_Renewal_II_国械注进20162400505
2021_Change_II_国械注进20162400505","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂"," ","DBIL_2","是","否","是","否",,,"2020-08-25",,"11097532_SHD_20200803_CNA","11097532_SHD_20200803_CNB","2020-08-25",,,"5039","2023-02-14 14:30","TANG, XU","CAI","国械注进20162400505"
"ADVIA Chem","C-反应蛋白测定试剂盒(免疫比浊法)","Wide Range C-Reactive Protein Reagents(wr CRP)","2005-06-15","wrCRP","03108390","10318309","00630414475707","1",,"2×220测试/盒(ADVIA 1200/1650/1800/2400/XPT)","国械注进20172400750","2021-09-22","2021-09-22","2026-09-21","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Ardmore, 55 Diamond Road, Crumlin, Co Antrim, BT29 4QY, UK.","Crumlin UK","2021-09-22","2026-09-21","2021-11-01","2021-09-22","2026-09-21","2021-11-01","Zhang Tingting","2021-11-01","10494060_EN Rev. E, 2011-01","18",," 
2017_Renewal_II_国械注进20172400750
2020_Change_II_国械注进20172400750","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-001用于蛋白质检测的试剂"," ","wrCRP","是","否","是","否",,,"2021-11-01",,"10318309_03108390(XPT)_SHD_20210922_CNA / 10318309_03108390(1200/1650/1800/2400)_SHD_20210922_CNA","10318309_03108390_SHD_20210922_CNB","2021-11-01",,,"4964","2023-02-14 14:24","TANG, XU","CAI","国械注进20172400750"
"ADVIA Chem","C-反应蛋白测定试剂盒(免疫比浊法)","Wide Range C-Reactive Protein Reagents(wr CRP)","2005-06-15","wrCRP","00829585","10341101","00630414505992","1",,"7×315测试/盒(ADVIA 1200/1650/1800/2400/XPT)","国械注进20172400750","2021-09-22","2021-09-22","2026-09-21","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Ardmore, 55 Diamond Road, Crumlin, Co Antrim, BT29 4QY, UK.","Crumlin UK","2021-09-22","2026-09-21","2021-11-01","2021-09-22","2026-09-21","2021-11-01","Zhang Tingting","2021-11-01","10494060_EN Rev. E, 2011-01","18",," 
2017_Renewal_II_国械注进20172400750
2020_Change_II_国械注进20172400750","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-001用于蛋白质检测的试剂"," ","wrCRP","是","否","是","否",,,"2021-11-01",,"10341101_00829585(XPT)_SHD_20210922_CNA / 10341101_00829585(1200/1650/1800/2400)_SHD_20210922_CNA","10341101_00829585_SHD_20210922_CNB","2021-11-01",,,"4965","2023-02-14 14:24","TANG, XU","CAI","国械注进20172400750"
"Atellica CH","C-反应蛋白测定试剂盒(免疫比浊法)","Wide Range C-Reactive Protein Reagents(wr CRP)","2005-06-15","wrCRP","11097645","11097645","00630414220703","1",,"4×500测试/盒(Atellica CH)","国械注进20172400750","2021-09-22","2021-09-22","2026-09-21","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Ardmore, 55 Diamond Road, Crumlin, Co Antrim, BT29 4QY, UK.","Crumlin UK","2021-09-22","2026-09-21","2021-11-01","2021-09-22","2026-09-21","2021-11-01","Zhang Tingting","2021-11-01",,"15",," 
2017_Renewal_II_国械注进20172400750
2020_Change_II_国械注进20172400750","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-001用于蛋白质检测的试剂"," ","wrCRP","是","否","是","否",,,"2021-11-01",,"11097645_SHD_20210922_CNA","11097645_SHD_20210922_CNB","2021-11-01",,,"4966","2023-02-14 14:24","TANG, XU","CAI","国械注进20172400750"
"ADVIA Chem","胆碱酯酶测定试剂盒(丁酰硫代胆碱法)","Cholinesterase Reagents(CHE)","2005-07-02","CHE","09231828","10329639","00630414465401","1",,"4×234测试/盒(ADVIA 1200)或4×133测试/盒(ADVIA 1650/1800/2400/XPT)","国械注进20172401211","2021-09-14","2021-09-14","2026-09-13","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Ardmore, 55 Diamond Road, Crumlin, Co Antrim, BT29 4QY, UK.","Crumlin UK","2021-09-14","2026-09-13","2021-10-25","2021-09-14","2026-09-13","2021-10-25","Zhang Tingting","2021-10-19","10493966_EN Rev. D, 2011-02","12",,"2017_Renewal_II_国械注进20172401211
2019_Change_II_国械注进20172401211","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-004用于酶类检测的试剂",,"CHE","是","否","是","否",,,"2021-10-25",,"10329639_09231828(XPT)_SHD_20210914_CNA / 10329639_09231828(1200/1650/1800/2400)_SHD_20210914_CNA","10329639_09231828_SHD_20210914_CNB","2021-10-25",,,"4984","2023-02-14 14:23","TANG, XU","CAI","国械注进20172401211"
"ADVIA Chem","胆碱酯酶测定试剂盒(丁酰硫代胆碱法)","Cholinesterase Reagents(CHE)","2005-07-02","CHE","01410545","10315176","00630414510149","1",,"4×234测试/盒(ADVIA 1200)或4×120测试/盒(ADVIA 1650/1800)或4×180测试/盒(ADVIA 2400/XPT)","国械注进20172401211","2021-09-14","2021-09-14","2026-09-13","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Ardmore, 55 Diamond Road, Crumlin, Co Antrim, BT29 4QY, UK.","Crumlin UK","2021-09-14","2026-09-13","2021-10-25","2021-09-14","2026-09-13","2021-10-25","Zhang Tingting","2021-10-19","10493966_EN Rev. D, 2011-02","12",,"2017_Renewal_II_国械注进20172401211
2019_Change_II_国械注进20172401211","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-004用于酶类检测的试剂",,"CHE","是","否","是","否",,,"2021-10-25",,"10315176_01410545(XPT)_SHD_20210914_CNA / 10315176_01410545(1200/1650/1800/2400)_SHD_20210914_CNA","10315176_01410545_SHD_20210914_CNB","2021-10-25",,,"4985","2023-02-14 14:23","TANG, XU","CAI","国械注进20172401211"
"Atellica CH","胆碱酯酶测定试剂盒(丁酰硫代胆碱法)","Cholinesterase Reagents(CHE)","2005-07-02","CHE","11097615","11097615","00630414596273","1",,"2×135测试/盒(Atellica CH)","国械注进20172401211","2021-09-14","2021-09-14","2026-09-13","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Ardmore, 55 Diamond Road, Crumlin, Co Antrim, BT29 4QY, UK.","Crumlin UK","2021-09-14","2026-09-13","2021-10-25","2021-09-14","2026-09-13","2021-10-25","Zhang Tingting","2021-10-19",,"12",,"2017_Renewal_II_国械注进20172401211
2019_Change_II_国械注进20172401211","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-004用于酶类检测的试剂",,"CHE","是","否","是","否",,,"2021-10-25",,"11097615_SHD_20210914_CNA","11097615_SHD_20210914_CNB","2021-10-25",,,"4986","2023-02-14 14:23","TANG, XU","CAI","国械注进20172401211"
