"ID","SFDALicense","SMN","First Approve Date","Approved Date","ExpiredDate","ProductType","BU","Class","Product line","ProductCNname","Product EN name","CurrentState","Chinese name of Certificate Holder","English name of Certificate Holder","Certificate Holder","Holder's Address","Holder's Address (City)","产品类别(设备/耗材)","器械类别(器械/体外诊断)","主要组成成分","预期用途","代理人名称","代理人住所","器械目录分类","器械目录分类: 编码","IVD注册申请表分类","生产标识是否包含批号","生产标识是否包含序列号","体外诊断试剂产品分类(类别)","体外诊断试剂产品分类（名称）","生产标识是否包含生产日期","生产标识是否包含失效日期","备注(注册证备注信息)","ChangeHistory","ALLSMN","ALLSMN:Effective Date","ALLSMN:ApprovedDate","ALLSMN: Reviewer","Abbreviation","Reviewer","RA Owner","Created","Modified","Storage Condition","编辑次数","PM No.","PM No.: Product Abbreviation","ExpRenewIn2Years","Modified By","CER_Link Material List","Title","Title","TriggerApproval"
"8338","国械备20160449号","10995718;10310330;","2010-08-13","2020-12-29","2999-12-31","Reagent","CAI","1","[""Centaur"",""Atellica IM""]","样本释放剂VB12 DTT/Releasing Agent","VB12 DTT/Releasing Agent","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","DTT(二硫苏糖醇 210mg/瓶)；释放剂（氢氧化钠 0.3N，氰化钾 1.25mg/瓶）。","用于待测样本的预处理，使样本中的待测物从与其他物质结合的状态中释放出来。以便于使用体外诊断试剂或仪器对待测物进行检测。如叶酸释放剂、维生素B12释放剂。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-757 样本释放剂","否","是"," ","2016_Filing_I_国械备20160449号
2021_Filing Change_I_国械备20160449号","10995718,10310330","2020-12-29; 2020-12-29","2020-12-29; 2020-12-29","Xiao lu; Xiao lu","VB12 DTT Releasing Agent","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160449号","CAI","CAI","False"
"8339","国械备20160412号","10445205;","2012-04-24","2018-12-07","2999-12-31","Reagent","CAI","1","[""Dimension""]","样本稀释液CTNI Sample Diluent(CTNI SDIL)","CTNI Sample Diluent(CTNI SDIL)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","500 GBC Drive, Mailstop 514, P.O. Box 6101, Newark, DE 19714, USA","Newark","耗材","体外诊断试剂","样本稀释液是一种液体的，含有防腐剂的人类血清基质产品。","用于对待测样本进行稀释，以便于使用体外诊断试剂或仪器对待测物进行检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2016_Filing_I_国械备20160412号","10445205","2018-12-07","2018-12-07","Xiao Yuan","KD692 心肌肌钙蛋白I样本稀释液","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160412号","CAI","CAI","False"
"8340","国械备20160401号","10387663;","2013-02-17","2018-11-30","2999-12-31","Reagent","CAI","1","[""Immulite 2000""]","样本稀释液Immulite 2000 IgG/IgM Sample Diluent","Immulite 2000 IgG/IgM Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","样本稀释液（L2IGZ2）内为浓缩的（即用）非人蛋白/缓冲液基质。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2016_Filing_I_国械备20160401号","10387663","2018-11-30","2018-11-30","Nan Gang","Unknown","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160401号","CAI","CAI","False"
"8341","国械备20160345号","10995574;10310389;","2009-12-17","2018-12-04","2999-12-31","Reagent","CAI","1","[""Centaur"",""Atellica IM""]","样本稀释液FOL Diluent","FOL Diluent","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","含叠氮化钠的人血浆和防腐剂。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","0","10995574,10310389","2018-12-04; 2018-12-04","2018-12-04; 2018-12-04","Wu Xing; Wu Xing","Folate Diluent","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160345号","CAI","CAI","False"
"8342","国械备20160339号","10311582;10309945;","2009-09-21","2018-12-03","2999-12-31","Reagent","CAI","1","[""Centaur""]","样本稀释液Multi-Diluent 4","Multi-Diluent 4","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","含叠氮化钠的去纤维蛋白人血浆","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","0","10311582,10309945","2018-12-03; 2018-12-03","2018-12-03; 2018-12-03","Liang Jialin; Liang Jialin","Multi-Diluent 4","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160339号","CAI","CAI","False"
"8343","国械备20160333号","10995631;10995630;10310463;10310462;","2009-12-17","2021-09-16","2999-12-31","Reagent","CAI","1","[""Centaur"",""Atellica IM""]","样本稀释液Insulin Diluent","Insulin Diluent","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","含酪蛋白、硫氰酸钾、叠氮化钠的缓冲液和防腐剂。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","0","10995631,10995630,10310463,10310462","2021-09-16; 2021-09-16; 2021-09-16; 2021-09-16","2021-09-16; 2021-09-16; 2021-09-16; 2021-09-16","Wang Qing; Wang Qing; Wang Qing; Wang Qing","Insulin Diluent","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160333号","CAI","CAI","False"
"8344","国械备20160325号","10388207;","2013-01-30","2018-12-04","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液IMMULITE/IMMULITE 1000 Progesterone Sample Diluent","IMMULITE/IMMULITE 1000 Progesterone Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","缓冲液：炭吸附人血清 1000mL/L；防腐剂：叠氮化钠 0.98g/L, 硫酸庆大霉素 0.4 mL/L。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2016_Filing_I_国械备20160325号","10388207","2018-12-04","2018-12-04","Gao Fen","LPWZ","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160325号","CAI","CAI","False"
"8345","国械备20160269号","10385366;","2012-08-10","2022-08-11","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液IMMULITE 1000 SHBG Sample Diluent","IMMULITE 1000 SHBG Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","样本试剂楔（LSHW）包含一个浓缩的（2.5X）非人蛋白质/缓冲基质。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2016_Filing_I_国械备20160269号","10385366","2022-08-11","2022-08-11","Song Yuan Yuan","L1KSHW","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160269号","CAI","CAI","False"
"8346","国械备20160268号","10385351;","2012-08-10","2022-05-27","2999-12-31","Reagent","CAI","1","[""Immulite 1000""]","样本稀释液IMMULITE 1000 HCG Sample Diluent","IMMULITE 1000 HCG Sample Diluent","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","样本稀释液（LCGW）内为不含HCG的人血清基质。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2016_Filing_I_国械备20160268号","10385351","2022-05-27","2022-05-27","Gao Fen","L1KCGW","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160268号","CAI","CAI","False"
"8347","国械备20160216号","10805311;","2016-02-05","2022-04-07","2999-12-31","Instrument","HHS","1","[""Hematology""]","全自动染色机","Hematek 3000 System","Publish","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","设备","器械","由控制系统和染色模块组成","用于样本分析前对血液或其他体液的染色。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","22-12-01 血细胞分析前样本处理仪器","22-12-01"," ","否","是",,,"否","否"," ","2016_Filing_I_国械备20160216号","10805311","2022-04-07","2022-04-07","Ma Na","10805311染片机","[]",,"2022-02-10 14:16","2024-08-23 13:41",,"1",,,"No","ZHOU, HUI","国械备20160216号","HHS","HHS","False"
"8348","国械备20160188号","10995533;10309951;","2009-12-17","2018-12-04","2999-12-31","Reagent","CAI","1","[""Centaur"",""Atellica IM""]","样本稀释液CKMB Diluent","CKMB Diluent","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","马血清、叠氮化钠","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","0","10995533,10309951","2018-12-04; 2018-12-04","2018-12-04; 2018-12-04","Liang Jialin; Liang Jialin","CKMB Diluent","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160188号","CAI","CAI","False"
"8349","国械备20160187号","10995608;10318677;","2009-12-17","2018-12-04","2999-12-31","Reagent","CAI","1","[""Centaur"",""Atellica IM""]","样本稀释液HCY Diluent","HCY Diluent","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","磷酸缓冲液；牛丙种球蛋白；防腐剂。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","0","10995608,10318677","2018-12-04; 2018-12-04","2018-12-04; 2018-12-04","Xing Chunlian; Xing Chunlian","HCY Diluent","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160187号","CAI","CAI","False"
"8350","国械备20160166号","10995716;10309949;","2009-09-21","2018-12-04","2999-12-31","Reagent","CAI","1","[""Centaur"",""Atellica IM""]","样本稀释液VB12 Diluent","VB12 Diluent","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","HSA缓冲液、叠氮钠、防腐剂。","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","0","10995716,10309949","2018-12-04; 2018-12-04","2018-12-04; 2018-12-04","Zhang Tingting; Zhang Tingting","VB12 Diluent","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160166号","CAI","CAI","False"
"8351","国械备20160165号","10310279;10323214;10995692;10995691","2009-12-17","2025-01-26","2125-12-31","Reagent","CAI","1","[""Centaur"",""Atellica IM""]","样本稀释液ThCG Diluent","ThCG Diluent","WaitApproval","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","EDTA马血清、叠氮化钠、防腐剂","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","2021_Change_I_国械备20160165号","10310279,10323214,10995692,10995691","2020-11-05; 2020-11-05; 2020-11-05; 2020-11-05","2020-11-05; 2020-11-05; 2020-11-05; 2020-11-05","Xiao Lu; Xiao Lu; Xiao Lu; Xiao Lu","ThCG Diluent","[]","Xiao Lu","2022-02-10 14:16","2025-02-19 09:46","2 ～ 8℃","0","FY25101","ThCG Diluent","No","Guo, Fen Wei (ext)","国械备20160165号","CAI","CAI","False"
"8352","国械备20160096号","10995680;10311588;","2009-12-17","2018-12-04","2999-12-31","Reagent","CAI","1","[""Centaur"",""Atellica IM""]","样本稀释液T3 Diluent","T3 Diluent","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","人血浆、叠氮化钠(0.1%).","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","0","10995680,10311588","2018-12-04; 2018-12-04","2018-12-04; 2018-12-04","Xing Chunlian; Xing Chunlian","T3 Diluent","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160096号","CAI","CAI","False"
"8353","国械备20160095号","10995686;10311585;","2010-01-14","2018-12-04","2999-12-31","Reagent","CAI","1","[""Centaur"",""Atellica IM""]","样本稀释液T4 Diluent","T4 Diluent","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","人血浆、叠氮化钠(0.1%).","用于对待测样本进行稀释、液化，以便于使用体外诊断试剂或仪器对待测物进行检测。其本身并不直接参与检测。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,," ","是","否","22 I-2 样本处理用产品","6840-749 样本稀释液","否","是"," ","0","10995686,10311585","2018-12-04; 2018-12-04","2018-12-04; 2018-12-04","Xing Chunlian; Xing Chunlian","T4 Diluent","[]",,"2022-02-10 14:16","2024-08-23 13:41","2 ～ 8℃","1",,,"No","ZHOU, HUI","国械备20160095号","CAI","CAI","False"
